,Mean Volume,Momentum,Outlier
SAIG,1.0,-0.9722222222222222,True
HAMO,8460.083333333334,-0.8642156862745098,True
IMMOP,0.0,-0.7500000000000002,True
SAP,1193.5,-0.6205287713841369,True
ALKKO,9307.5,-0.5795348837209301,True
OPTI,1106552.0833333333,-0.5481927710843375,True
REI,39.5,-0.52,True
IBAB,79630.83333333333,-0.5076278094794457,True
ASIT,27477.833333333332,-0.42752581361913466,True
BAS,63.75,-0.40743467059256544,True
PNSB,0.0,-0.3954545454545455,True
FOU,425.75,-0.388235294117647,True
SCHD,0.4166666666666667,-0.375,True
MDXH,171567.08333333334,-0.3585868127715849,True
EMD,0.08333333333333333,-0.2941176470588235,True
BEAB,64.41666666666667,-0.2928294426279371,True
VAN,9157.5,-0.2913872220261208,False
GENK,29.583333333333332,-0.2886597938144331,True
OBEL,78978.16666666667,-0.2874153630632734,False
NEWT,330.0,-0.2857142857142857,True
NYR,52249.333333333336,-0.25869120654396727,False
RES,2444.8333333333335,-0.24986737400530512,True
CAND,13.333333333333334,-0.2466666666666666,True
VGP,5499.583333333333,-0.2425139069712392,True
ANT,37.083333333333336,-0.20702957565366453,True
GLOG,6013.166666666667,-0.20526315789473681,False
SUCR,15.0,-0.20465116279069773,True
EVS,29108.0,-0.20337790288529212,False
SMAR,1795.9166666666667,-0.19614973262032076,True
TEXF,646.6666666666666,-0.19174041297935118,False
BANI,7892.666666666667,-0.17942283563362638,True
ONTEX,211055.25,-0.17886740331491724,False
EXM,117974.41666666667,-0.1770270270270271,False
ZENT,796.1666666666666,-0.17058823529411793,True
ICE,0.0,-0.16666666666666674,True
SOFT,1150.25,-0.16666666666666663,False
DIE,48519.666666666664,-0.15971974824842616,False
ROU,3920.3333333333335,-0.15631016978820222,True
ABI,1780772.0833333333,-0.15273607748184004,False
SAB,42.916666666666664,-0.14285714285714302,True
EURN,450036.1666666667,-0.13949275362318836,False
DISL,3.75,-0.13785441294107204,True
FLEX,0.0,-0.12643678160919536,True
ASC,2812.1666666666665,-0.11824324324324298,False
WEHB,1983.8333333333333,-0.11026252983293539,False
OIM,22890.083333333332,-0.1100000000000001,True
IMMOU,77.08333333333333,-0.10420805490337715,True
NEU,679.4166666666666,-0.1040787623066105,True
LEAS,1350.9166666666667,-0.09065288868013144,False
IMMO,1335.75,-0.08665947500898963,False
CPINV,8869.583333333334,-0.07403617909470384,False
LOTB,248.08333333333334,-0.059574468085106136,False
ECONB,282644.5,-0.05669737774627881,False
MONT,4373.166666666667,-0.05299086092337768,False
PROX,767224.5833333334,-0.04918032786885229,False
CONN,4405.916666666667,-0.04761904761904767,False
INTO,12871.166666666666,-0.04025423728813582,False
MOUR,47.5,-0.034549341424728985,True
QRF,2817.6666666666665,-0.032258064516129004,False
FLUX,2238.8333333333335,-0.032198027172901766,False
BEKB,182725.58333333334,-0.02286056253740254,True
ALEMK,83.83333333333333,-0.01754385964912275,True
ATEB,1690.0,-0.01663051337671706,False
MOPF,0.0,-0.016372972520876994,True
TINC,9016.666666666666,-0.015722867440928767,False
COFB,35657.666666666664,-0.013358778625954248,False
RTL,10705.166666666666,-0.005662201353404228,False
WOLS,45.833333333333336,-0.002970297029702751,True
MOP,0.08333333333333333,-0.0017211703958691649,True
STTL,0.0,0.0,False
COFP1,0.0,0.0,False
NR21,0.0,0.0,False
GLPG,0.0,0.0,False
MEDV,0.0,0.0,False
TEAM,0.0,0.0,False
COLR,388799.0,0.0013553196295457148,True
SIP,4332.833333333333,0.002660907793760492,False
EZBG,496.1666666666667,0.005580097651709082,False
BELU,210.25,0.007692307692307665,True
ACCB,375801.8333333333,0.010230179028132502,True
UCB,435132.75,0.012944502306204475,True
COFP2,1.6666666666666667,0.015075376884422065,True
ENGB,16.75,0.01818181818181852,True
SOLB,285320.4166666667,0.02864938608458334,False
PIC,2001.9166666666667,0.029117581684818594,False
BEFB,30290.083333333332,0.030314658480429912,False
BNB,70.66666666666667,0.03376981392143308,False
ENVI,546.4166666666666,0.04046242774566444,True
TUB,7444.0,0.043014230271668286,True
AGFB,272620.25,0.048508430609597974,False
DIEG,32.916666666666664,0.049152542372881136,True
TNET,160158.08333333334,0.05830521184851856,False
MIKO,189.83333333333334,0.06354213609734094,False
AED,26384.583333333332,0.06984062227636434,False
CFEB,22385.416666666668,0.07115384615384612,True
VASTB,1270.6666666666667,0.07115531752104043,True
ELI,33505.75,0.07220328478462923,False
TESB,51273.916666666664,0.07670043415340122,False
ALPBS,538.5833333333334,0.0869565217391306,True
SOF,16098.666666666666,0.09218750000000009,False
ZEN,15.416666666666666,0.09926715522984675,True
XIOR,2972.5833333333335,0.09990350179944163,False
IEP,1836.4166666666667,0.10393107162089388,True
BREB,4770.416666666667,0.10711071107110737,False
REAL,51.666666666666664,0.10787172011661816,True
WDP,24349.75,0.11402209818886,False
SOLV,2102.3333333333335,0.11637931034482762,False
ACKB,36308.083333333336,0.1363984674329506,False
BELR,1.5833333333333333,0.13834478515024062,True
TERB,665.25,0.1410923276983096,False
JEN,2809.9166666666665,0.14285714285714302,False
SIOE,8750.083333333334,0.15045941807044416,False
MELE,38579.75,0.15330699630432032,False
COMB,350.0,0.1699846860643186,False
GBLB,234237.16666666666,0.1753530808648922,False
KEYW,17053.75,0.18155619596541772,True
KIN,18286.75,0.1858443708609272,False
BAR,17202.833333333332,0.1859201511930073,False
BPOST,365278.6666666667,0.18891257995735633,True
BCART,88798.5,0.19086757990867587,False
DECB,47518.75,0.1940928270042197,False
THR,58706.833333333336,0.202985074626866,True
AGS,757416.5,0.2039620535714286,False
WOLE,11.0,0.2307692307692304,True
PCBB,425.0,0.2644628099173554,True
PHAR,83.33333333333333,0.2727272727272727,True
FAGR,155299.58333333334,0.28934506353861233,True
PAY,4066.75,0.2923076923076917,True
LUXA,42.666666666666664,0.2941176470588234,True
KBC,791862.0,0.3387599584343608,False
COBH,5.166666666666667,0.3401801498442627,True
KBCA,48189.583333333336,0.3465421504290769,False
