Date,Close,High,Low,Open,Volume
2000-01-04,73.0,74.5,72.05,74.1,22781
2000-01-05,72.95,72.95,70.0,71.45,69802
2000-01-06,71.9,71.9,70.0,70.7,30694
2000-01-07,72.0,72.3,70.5,72.0,87166
2000-01-10,76.25,81.0,73.0,74.0,221339
2000-01-11,76.25,76.25,76.25,76.25,0
2000-01-12,80.0,81.0,78.2,80.0,135532
2000-01-13,80.3,80.5,78.6,79.5,104136
2000-01-14,80.0,80.1,79.5,79.5,6187
2000-01-17,79.5,80.25,76.5,80.25,24701
2000-01-18,79.9,80.5,79.5,79.5,273972
2000-01-19,80.0,80.45,79.0,80.0,107017
2000-01-20,81.0,81.0,79.5,80.0,90693
2000-01-21,83.0,83.0,81.0,81.0,50178
2000-01-24,89.0,89.9,83.0,83.0,63799
2000-01-25,87.0,89.0,84.0,87.15,20295
2000-01-26,90.0,90.0,87.0,87.0,225960
2000-01-27,90.0,91.0,89.0,91.0,144130
2000-01-28,91.9,92.0,89.6,90.0,131368
2000-01-31,92.0,92.0,89.0,91.9,232476
2000-02-01,93.75,94.0,91.2,93.75,58574
2000-02-02,105.9,107.0,93.0,93.0,298346
2000-02-03,115.0,119.9,108.5,109.0,96000
2000-02-04,118.0,121.9,116.0,116.0,172092
2000-02-07,115.0,118.0,113.1,118.0,124548
2000-02-08,110.0,114.0,109.6,113.0,24145
2000-02-09,110.0,111.3,109.0,111.0,273521
2000-02-10,112.4,112.4,108.0,110.0,28475
2000-02-11,115.0,117.0,111.0,113.0,524196
2000-02-14,113.0,116.0,113.0,116.0,25874
2000-02-15,113.5,114.0,111.3,113.0,30103
2000-02-16,113.5,113.5,112.6,112.6,27385
2000-02-17,113.6,114.0,112.0,113.4,51181
2000-02-18,114.6,115.4,113.0,113.0,45134
2000-02-21,112.3,114.0,111.3,114.0,52715
2000-02-22,114.6,114.6,113.0,113.5,124300
2000-02-23,119.2,120.0,114.1,114.5,256697
2000-02-24,125.5,125.5,118.0,120.0,41633
2000-02-25,136.0,141.5,127.0,129.0,44409
2000-02-28,137.7,141.5,134.9,135.0,21402
2000-02-29,134.5,134.9,130.9,130.9,34555
2000-03-01,135.0,138.0,132.0,132.0,19027
2000-03-02,137.0,138.0,133.5,133.5,30811
2000-03-03,138.0,138.0,135.5,138.0,29979
2000-03-06,145.0,145.0,143.0,143.0,25328
2000-03-07,148.0,148.0,140.0,141.5,126902
2000-03-08,148.0,150.0,140.2,148.0,31120
2000-03-09,154.4,154.4,149.5,151.5,37776
2000-03-10,155.0,155.0,153.0,154.4,37198
2000-03-13,150.0,160.0,145.0,160.0,83389
2000-03-14,147.0,153.2,141.0,153.2,70553
2000-03-15,141.5,144.0,135.8,140.0,38267
2000-03-16,133.5,141.0,133.5,140.0,30596
2000-03-17,134.0,137.9,129.1,130.1,56523
2000-03-20,133.6,138.0,131.1,138.0,36856
2000-03-21,130.2,133.0,130.0,130.0,18805
2000-03-22,132.0,132.0,130.1,132.0,10057
2000-03-23,132.0,133.0,131.0,132.0,12511
2000-03-24,126.0,130.0,126.0,130.0,12730
2000-03-27,125.0,128.9,121.1,126.1,13121
2000-03-28,130.1,130.5,125.1,127.5,18169
2000-03-29,135.0,136.5,130.0,130.0,34686
2000-03-30,134.5,135.0,133.0,133.2,16230
2000-03-31,128.5,135.0,127.5,135.0,21507
2000-04-03,126.0,130.0,124.9,129.0,22201
2000-04-04,118.0,123.9,118.0,123.0,14450
2000-04-05,111.0,115.0,107.0,115.0,21342
2000-04-06,123.5,123.5,111.5,111.5,30726
2000-04-07,150.0,156.7,143.0,143.0,151929
2000-04-10,164.0,167.0,149.7,151.0,83658
2000-04-11,157.0,160.4,151.3,160.4,40903
2000-04-12,159.0,160.0,156.1,157.0,33745
2000-04-13,157.0,158.0,152.0,158.0,20043
2000-04-14,157.1,158.8,154.1,158.8,106068
2000-04-17,143.9,147.6,141.1,145.0,32740
2000-04-18,146.0,147.5,144.3,145.0,27334
2000-04-19,142.0,147.0,142.0,146.5,16268
2000-04-20,138.7,143.5,138.7,142.0,67410
2000-04-21,138.7,138.7,138.7,138.7,0
2000-04-24,138.7,138.7,138.7,138.7,0
2000-04-25,127.0,137.0,126.4,133.0,43738
2000-04-26,132.0,137.0,128.5,132.0,53024
2000-04-27,128.0,130.0,128.0,129.9,6484
2000-04-28,135.5,136.0,130.0,130.0,38436
2000-05-01,135.5,135.5,135.5,135.5,0
2000-05-02,133.6,135.9,133.5,133.5,24769
2000-05-03,133.2,134.8,131.5,133.4,20149
2000-05-04,134.8,135.0,133.4,133.9,16007
2000-05-05,134.0,135.0,133.1,134.9,7735
2000-05-08,134.0,134.8,133.5,134.0,6330
2000-05-09,134.0,134.0,134.0,134.0,0
2000-05-10,143.2,143.5,137.0,137.0,14985
2000-05-11,142.0,142.0,139.4,140.0,41765
2000-05-12,145.0,145.9,140.0,140.0,36787
2000-05-15,142.2,145.5,141.1,144.9,8671
2000-05-16,142.6,145.0,140.5,140.6,8059
2000-05-17,143.7,145.5,143.7,144.9,12865
2000-05-18,150.0,150.0,143.7,143.7,19192
2000-05-19,138.0,150.0,136.0,149.9,44496
2000-05-22,130.0,134.0,130.0,131.1,13431
2000-05-23,123.9,131.0,123.9,130.0,14618
2000-05-24,119.2,126.0,119.0,126.0,11360
2000-05-25,121.0,124.0,120.1,120.1,25830
2000-05-26,120.0,122.0,119.3,120.0,9721
2000-05-29,120.0,122.5,120.0,122.5,8383
2000-05-30,122.0,122.1,121.1,122.0,17394
2000-05-31,122.0,122.8,121.5,122.1,26814
2000-06-01,122.0,122.0,122.0,122.0,0
2000-06-02,124.5,125.0,122.5,123.5,123233
2000-06-05,124.9,125.0,123.5,125.0,42024
2000-06-06,124.8,125.9,124.5,124.5,10074
2000-06-07,122.6,125.0,122.6,125.0,4041
2000-06-08,123.4,123.9,123.0,123.9,25341
2000-06-09,124.0,126.0,123.5,124.3,50077
2000-06-12,124.0,124.0,124.0,124.0,0
2000-06-13,129.4,132.0,127.0,130.0,28942
2000-06-14,131.5,132.0,127.1,129.0,25619
2000-06-15,131.5,132.9,130.7,132.9,22098
2000-06-16,130.6,132.0,130.2,132.0,36914
2000-06-19,130.6,130.6,130.6,130.6,0
2000-06-20,135.0,137.0,132.5,133.5,38705
2000-06-21,136.0,137.1,135.0,135.0,21850
2000-06-22,133.5,137.5,133.5,136.0,10058
2000-06-23,127.0,135.0,127.0,129.5,12077
2000-06-26,128.5,130.4,128.5,129.0,6023
2000-06-27,130.0,131.0,128.6,128.6,9737
2000-06-28,131.0,134.0,130.0,130.0,31341
2000-06-29,133.0,133.0,130.8,130.8,12190
2000-06-30,135.0,135.0,129.5,129.5,6389
2000-07-03,135.0,138.0,132.3,134.9,6146
2000-07-04,138.0,139.0,136.0,136.0,28950
2000-07-05,140.1,142.0,138.0,138.1,35689
2000-07-06,143.1,143.8,139.2,139.2,24017
2000-07-07,143.1,143.1,143.1,143.1,0
2000-07-10,150.0,150.5,149.0,149.5,49137
2000-07-11,150.0,150.0,149.2,149.8,20988
2000-07-12,153.7,155.0,150.0,150.0,53492
2000-07-13,153.1,159.0,153.0,159.0,28332
2000-07-14,155.5,157.9,153.0,153.2,15373
2000-07-17,155.0,156.0,153.8,154.0,19468
2000-07-18,150.3,155.0,150.1,153.0,24265
2000-07-19,153.0,154.9,151.0,151.0,39708
2000-07-20,161.0,161.0,154.1,154.1,101364
2000-07-21,161.0,161.0,161.0,161.0,0
2000-07-24,161.0,161.0,161.0,161.0,0
2000-07-25,177.0,178.0,175.6,178.0,45708
2000-07-26,168.9,179.0,165.2,178.0,66210
2000-07-27,168.9,168.9,168.9,168.9,0
2000-07-28,165.0,165.0,160.7,163.0,32724
2000-07-31,163.5,166.0,163.0,165.0,15276
2000-08-01,163.0,163.9,162.0,163.5,72465
2000-08-02,158.2,162.5,156.0,162.5,13198
2000-08-03,157.8,159.0,157.4,159.0,75863
2000-08-04,158.0,158.4,156.0,157.6,22136
2000-08-07,158.0,160.0,157.0,159.0,17253
2000-08-08,159.6,160.9,158.0,160.0,24299
2000-08-09,159.6,159.6,159.6,159.6,0
2000-08-10,155.0,156.0,153.5,153.9,38225
2000-08-11,152.1,155.7,150.0,155.7,33433
2000-08-14,155.5,155.5,152.0,155.5,6833
2000-08-15,156.0,159.9,155.1,159.9,14040
2000-08-16,155.4,155.8,155.0,155.0,9700
2000-08-17,155.0,156.0,153.5,156.0,10837
2000-08-18,155.5,156.0,155.0,156.0,18083
2000-08-21,155.0,156.0,153.5,156.0,2626
2000-08-22,155.0,155.5,154.6,155.5,7371
2000-08-23,153.5,155.5,153.5,154.0,9945
2000-08-24,153.5,154.4,152.1,153.5,12099
2000-08-25,154.9,155.0,152.8,155.0,12395
2000-08-28,157.9,159.0,153.0,153.5,13909
2000-08-29,155.9,155.9,155.1,155.2,57772
