Symbol,Date,Close,High,Low,Open,Volume
XBRU:EMD,2006-10-17,6.82,6.82,6.82,6.82,7000
XBRU:EMD,2006-10-18,6.82,6.82,6.82,6.82,500
XBRU:EMD,2006-10-19,6.82,6.82,6.82,6.82,1400
XBRU:EMD,2006-10-20,6.81,6.81,6.81,6.81,2700
XBRU:EMD,2006-10-23,6.8,6.8,6.8,6.8,1500
XBRU:EMD,2006-10-24,6.8,6.8,6.8,6.8,900
XBRU:EMD,2006-10-25,6.74,6.74,6.74,6.74,2000
XBRU:EMD,2006-10-26,6.7,6.7,6.7,6.7,3500
XBRU:EMD,2006-10-27,6.7,6.7,6.7,6.7,0
XBRU:EMD,2006-10-30,6.7,6.7,6.7,6.7,0
XBRU:EMD,2006-10-31,6.7,6.7,6.7,6.7,0
XBRU:EMD,2006-11-01,6.7,6.7,6.7,6.7,0
XBRU:EMD,2006-11-02,6.6,6.6,6.6,6.6,10
XBRU:EMD,2006-11-03,6.5,6.5,6.5,6.5,600
XBRU:EMD,2006-11-06,6.5,6.5,6.5,6.5,10
XBRU:EMD,2006-11-07,6.5,6.5,6.5,6.5,0
XBRU:EMD,2006-11-08,6.4,6.4,6.4,6.4,100
XBRU:EMD,2006-11-09,6.23,6.23,6.23,6.23,700
XBRU:EMD,2006-11-10,6.06,6.06,6.06,6.06,1200
XBRU:EMD,2006-11-13,6.06,6.06,6.06,6.06,700
XBRU:EMD,2006-11-14,6.34,6.34,6.34,6.34,50
XBRU:EMD,2006-11-15,6.34,6.34,6.34,6.34,0
XBRU:EMD,2006-11-16,6.33,6.33,6.33,6.33,200
XBRU:EMD,2006-11-17,6.33,6.33,6.33,6.33,0
XBRU:EMD,2006-11-20,6.34,6.34,6.34,6.34,12
XBRU:EMD,2006-11-21,6.34,6.34,6.34,6.34,0
XBRU:EMD,2006-11-22,6.34,6.34,6.34,6.34,10
XBRU:EMD,2006-11-23,6.34,6.34,6.34,6.34,0
XBRU:EMD,2006-11-24,6.48,6.48,6.48,6.48,10
XBRU:EMD,2006-11-27,6.5,6.5,6.5,6.5,12
XBRU:EMD,2006-11-28,6.5,6.5,6.5,6.5,0
XBRU:EMD,2006-11-29,6.5,6.5,6.5,6.5,0
XBRU:EMD,2006-11-30,6.5,6.5,6.5,6.5,0
XBRU:EMD,2006-12-01,6.5,6.5,6.5,6.5,0
XBRU:EMD,2006-12-04,6.02,6.02,6.02,6.02,1000
XBRU:EMD,2006-12-05,6.3,6.3,6.3,6.3,20
XBRU:EMD,2006-12-06,6.3,6.3,6.3,6.3,0
XBRU:EMD,2006-12-07,6.3,6.3,6.3,6.3,10
XBRU:EMD,2006-12-08,6.3,6.3,6.3,6.3,0
XBRU:EMD,2006-12-11,6.3,6.3,6.3,6.3,12
XBRU:EMD,2006-12-12,6.3,6.3,6.3,6.3,0
XBRU:EMD,2006-12-13,6.3,6.3,6.3,6.3,15
XBRU:EMD,2006-12-14,6.3,6.3,6.3,6.3,0
XBRU:EMD,2006-12-15,6.3,6.3,6.3,6.3,0
XBRU:EMD,2006-12-18,6.3,6.3,6.3,6.3,0
XBRU:EMD,2006-12-19,6.3,6.3,6.3,6.3,0
XBRU:EMD,2006-12-20,6.02,6.02,6.02,6.02,600
XBRU:EMD,2006-12-21,6.29,6.29,6.29,6.29,10
XBRU:EMD,2006-12-22,6.29,6.29,6.29,6.29,0
XBRU:EMD,2006-12-25,6.29,6.29,6.29,6.29,0
XBRU:EMD,2006-12-26,6.29,6.29,6.29,6.29,0
XBRU:EMD,2006-12-27,6.3,6.3,6.3,6.3,500
XBRU:EMD,2006-12-28,6.3,6.3,6.3,6.3,200
XBRU:EMD,2006-12-29,6.3,6.3,6.3,6.3,0
XBRU:EMD,2007-01-01,6.3,6.3,6.3,6.3,0
XBRU:EMD,2007-01-02,6.3,6.3,6.3,6.3,0
XBRU:EMD,2007-01-03,6.05,6.05,6.05,6.05,100
XBRU:EMD,2007-01-04,6.3,6.3,6.3,6.3,12
XBRU:EMD,2007-01-05,6.3,6.3,6.3,6.3,0
XBRU:EMD,2007-01-08,6.3,6.3,6.3,6.3,200
XBRU:EMD,2007-01-09,6.3,6.3,6.3,6.3,700
XBRU:EMD,2007-01-10,6.3,6.3,6.3,6.3,12
XBRU:EMD,2007-01-11,6.3,6.3,6.3,6.3,0
XBRU:EMD,2007-01-12,6.3,6.3,6.3,6.3,10
XBRU:EMD,2007-01-15,6.3,6.3,6.3,6.3,0
XBRU:EMD,2007-01-16,5.75,5.75,5.75,5.75,400
XBRU:EMD,2007-01-17,6.29,6.29,6.29,6.29,12
XBRU:EMD,2007-01-18,6.29,6.29,6.29,6.29,0
