Date,Close,High,Low,Open,Volume
2001-01-02,6.98,6.98,6.98,6.98,350
2001-01-03,6.97,6.97,6.97,6.97,20
2001-01-04,6.85,6.85,6.85,6.85,50
2001-01-05,6.95,6.97,6.95,6.95,7
2001-01-08,7.0,7.0,7.0,7.0,1002
2001-01-09,7.4,7.4,7.0,7.4,2452
2001-01-10,6.25,6.25,6.25,6.25,0
2001-01-11,6.25,6.25,6.25,6.25,220
2001-01-12,6.25,6.25,6.25,6.25,3
2001-01-15,6.25,6.25,6.25,6.25,3
2001-01-16,6.25,6.25,6.25,6.25,3
2001-01-17,6.25,6.25,6.25,6.25,3
2001-01-18,6.25,6.25,6.25,6.25,3
2001-01-19,6.25,6.25,6.25,6.25,3
2001-01-22,7.0,7.0,7.0,7.0,1
2001-01-23,6.3,7.0,6.3,6.3,21
2001-01-24,6.3,7.0,6.3,6.3,0
2001-01-25,6.25,6.25,6.25,6.25,3
2001-01-26,6.25,6.25,6.25,6.25,0
2001-01-29,6.96,6.96,6.96,6.96,3000
2001-01-30,6.89,6.89,6.89,6.89,12
2001-01-31,6.25,6.25,6.25,6.25,3
2001-02-01,6.25,6.25,6.25,6.25,3
2001-02-02,6.25,6.25,6.25,6.25,3
2001-02-05,6.25,6.25,6.25,6.25,331
2001-02-06,6.25,6.25,6.25,6.25,3
2001-02-07,6.25,6.88,6.25,6.88,1
2001-02-08,6.88,6.88,6.88,6.88,1
2001-02-09,6.3,6.3,6.3,6.3,3
2001-02-12,6.3,6.87,6.3,6.3,1502
2001-02-13,6.3,6.3,6.3,6.3,102
2001-02-14,6.87,6.87,6.3,6.87,3
2001-02-15,6.88,6.88,6.88,6.88,3
2001-02-16,6.3,6.3,6.3,6.3,3
2001-02-19,6.25,6.3,6.25,6.25,278
2001-02-20,6.0,6.25,6.0,6.0,952
2001-02-21,6.0,6.0,6.0,6.0,3
2001-02-22,5.63,6.0,5.63,5.63,149
2001-02-23,6.3,6.3,6.19,6.3,4
2001-02-26,6.3,6.3,6.3,6.3,500
2001-02-27,6.25,6.25,6.0,6.25,2001
