Date,Close,High,Low,Open,Volume
2011-10-10,8.0,8.0,8.0,8.0,26
2011-10-11,8.0,8.0,8.0,8.0,0
2011-10-12,8.0,8.0,8.0,8.0,0
2011-10-13,8.0,8.0,8.0,8.0,0
2011-10-14,8.0,8.0,8.0,8.0,0
2011-10-17,8.0,8.0,8.0,8.0,0
2011-10-18,8.0,8.0,8.0,8.0,6
2011-10-19,8.0,8.0,8.0,8.0,12
2011-10-20,8.0,8.0,8.0,8.0,0
2011-10-21,8.0,8.0,8.0,8.0,0
2011-10-24,8.0,8.0,8.0,8.0,0
2011-10-25,8.0,8.0,8.0,8.0,0
2011-10-26,8.0,8.0,8.0,8.0,0
2011-10-27,8.0,8.0,8.0,8.0,0
2011-10-28,8.0,8.0,8.0,8.0,0
2011-10-31,8.0,8.0,8.0,8.0,0
2011-11-01,8.0,8.0,8.0,8.0,0
2011-11-02,8.0,8.0,8.0,8.0,0
2011-11-03,8.0,8.0,8.0,8.0,0
2011-11-04,8.0,8.0,8.0,8.0,0
2011-11-07,7.95,7.95,7.95,7.95,406
2011-11-08,7.95,7.95,7.95,7.95,0
2011-11-09,7.95,7.95,7.95,7.95,0
2011-11-10,7.95,7.95,7.95,7.95,0
2011-11-11,7.95,7.95,7.95,7.95,0
2011-11-14,7.95,7.95,7.95,7.95,0
2011-11-15,7.95,7.95,7.95,7.95,0
2011-11-16,7.95,7.95,7.95,7.95,0
2011-11-17,7.95,7.95,7.95,7.95,0
2011-11-18,7.95,7.95,7.95,7.95,0
2011-11-21,7.95,7.95,7.95,7.95,0
2011-11-22,7.95,7.95,7.95,7.95,0
2011-11-23,7.95,7.95,7.95,7.95,0
2011-11-24,7.95,7.95,7.95,7.95,0
2011-11-25,7.95,7.95,7.95,7.95,0
2011-11-28,7.95,7.95,7.95,7.95,0
2011-11-29,7.95,7.95,7.95,7.95,0
2011-11-30,7.95,7.95,7.95,7.95,0
2011-12-01,7.95,7.95,7.95,7.95,0
2011-12-02,7.95,7.95,7.95,7.95,0
2011-12-05,7.95,7.95,7.95,7.95,0
2011-12-06,7.95,7.95,7.95,7.95,0
2011-12-07,7.95,7.95,7.95,7.95,0
2011-12-08,7.95,7.95,7.95,7.95,0
2011-12-09,7.95,7.95,7.95,7.95,0
2011-12-12,7.95,7.95,7.95,7.95,0
2011-12-13,7.95,7.95,7.95,7.95,0
2011-12-14,7.95,7.95,7.95,7.95,0
2011-12-15,7.95,7.95,7.95,7.95,0
2011-12-16,7.95,7.95,7.95,7.95,0
2011-12-19,7.95,7.95,7.95,7.95,0
2011-12-20,7.95,7.95,7.95,7.95,0
2011-12-21,7.95,7.95,7.95,7.95,0
2011-12-22,7.95,7.95,7.95,7.95,0
2011-12-23,7.95,7.95,7.95,7.95,0
2011-12-26,7.95,7.95,7.95,7.95,0
2011-12-27,7.95,7.95,7.95,7.95,0
2011-12-28,7.95,7.95,7.95,7.95,0
2011-12-29,7.95,7.95,7.95,7.95,0
2011-12-30,7.95,7.95,7.95,7.95,0
2012-01-02,7.95,7.95,7.95,7.95,0
2012-01-03,7.95,7.95,7.95,7.95,0
2012-01-04,7.95,7.95,7.95,7.95,0
2012-01-05,7.95,7.95,7.95,7.95,0
2012-01-06,7.95,7.95,7.95,7.95,0
2012-01-09,7.95,7.95,7.95,7.95,0
2012-01-10,7.95,7.95,7.95,7.95,0
2012-01-11,7.95,7.95,7.95,7.95,0
2012-01-12,7.95,7.95,7.95,7.95,0
2012-01-13,7.95,7.95,7.95,7.95,0
2012-01-16,7.95,7.95,7.95,7.95,0
2012-01-17,7.95,7.95,7.95,7.95,0
2012-01-18,7.95,7.95,7.95,7.95,0
2012-01-19,7.95,7.95,7.95,7.95,0
2012-01-20,7.95,7.95,7.95,7.95,0
2012-01-23,7.95,7.95,7.95,7.95,0
