Date,Close,High,Low,Open,Symbol,Volume
2000-12-11,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-12,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-13,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-14,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-15,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-18,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-19,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-20,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-21,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-22,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-25,42.0,42.0,42.0,42.0,XPAR:SACI,0
2000-12-26,42.0,42.0,42.0,42.0,XPAR:SACI,0
2000-12-27,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-28,42.0,42.0,42.0,42.0,XPAR:SACI,1
2000-12-29,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-01,42.0,42.0,42.0,42.0,XPAR:SACI,0
2001-01-02,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-03,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-04,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-05,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-08,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-09,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-10,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-11,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-12,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-15,40.0,42.0,40.0,42.0,XPAR:SACI,40
2001-01-16,41.0,41.0,41.0,41.0,XPAR:SACI,1
2001-01-17,41.0,41.0,41.0,41.0,XPAR:SACI,1
2001-01-18,41.0,41.0,41.0,41.0,XPAR:SACI,1
2001-01-19,41.0,41.0,41.0,41.0,XPAR:SACI,1
2001-01-22,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-23,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-24,42.0,42.0,42.0,42.0,XPAR:SACI,0
2001-01-25,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-01-26,41.99,41.99,41.99,41.99,XPAR:SACI,0
2001-01-29,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-30,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-01-31,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-01,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-02,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-05,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-02-06,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-02-07,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-02-08,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-02-09,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-02-12,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-02-13,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-14,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-15,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-16,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-19,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-20,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-21,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-22,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-23,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-26,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-27,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-02-28,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-01,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-02,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-05,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-06,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-07,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-08,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-09,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-12,41.99,41.99,41.99,41.99,XPAR:SACI,1
2001-03-13,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-14,42.0,42.0,42.0,42.0,XPAR:SACI,0
2001-03-15,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-16,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-19,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-20,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-21,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-22,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-23,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-26,42.0,42.0,42.0,42.0,XPAR:SACI,1
2001-03-27,42.5,42.5,42.5,42.5,XPAR:SACI,1
2001-03-28,42.5,42.5,42.5,42.5,XPAR:SACI,1
2001-03-29,42.5,42.5,42.5,42.5,XPAR:SACI,1
2001-03-30,42.5,42.5,42.5,42.5,XPAR:SACI,1
2001-04-02,42.49,42.49,42.49,42.49,XPAR:SACI,1
2001-04-03,42.6,42.6,42.6,42.6,XPAR:SACI,1
2001-04-04,42.6,42.6,42.6,42.6,XPAR:SACI,1
2001-04-05,42.59,42.59,42.59,42.59,XPAR:SACI,1
2001-04-06,42.6,42.6,42.6,42.6,XPAR:SACI,1
2001-04-09,42.6,42.6,42.6,42.6,XPAR:SACI,1
2001-04-10,42.6,42.6,42.6,42.6,XPAR:SACI,1
2001-04-11,42.6,42.6,42.6,42.6,XPAR:SACI,1
2001-04-12,42.59,42.59,42.59,42.59,XPAR:SACI,1
2001-04-13,42.59,42.59,42.59,42.59,XPAR:SACI,0
2001-04-16,42.59,42.59,42.59,42.59,XPAR:SACI,0
2001-04-17,42.6,42.6,42.6,42.6,XPAR:SACI,1
2001-04-18,42.59,42.59,42.59,42.59,XPAR:SACI,1
