Date,Symbol,Close,High,Low,Open,Volume
2007-02-12,XPAR:VIA,38.0,38.5,37.5,38.15,17844
2007-02-13,XPAR:VIA,38.6,38.6,38.0,38.4,5108
2007-02-14,XPAR:VIA,38.83,38.89,38.5,38.51,2082
2007-02-15,XPAR:VIA,39.0,39.25,38.5,38.83,4750
2007-02-16,XPAR:VIA,39.45,39.51,38.6,39.3,8219
2007-02-19,XPAR:VIA,39.5,39.7,39.0,39.5,14534
2007-02-20,XPAR:VIA,39.0,39.5,38.8,39.5,4660
2007-02-21,XPAR:VIA,37.8,39.0,37.65,38.98,7614
2007-02-22,XPAR:VIA,37.2,37.75,37.2,37.65,2981
2007-02-23,XPAR:VIA,37.0,37.21,36.8,37.2,34445
2007-02-26,XPAR:VIA,37.4,37.4,36.0,36.59,30783
2007-02-27,XPAR:VIA,36.8,37.97,36.5,37.97,36007
2007-02-28,XPAR:VIA,35.2,35.8,34.5,35.7,32954
2007-03-01,XPAR:VIA,33.99,35.2,33.7,35.2,8743
2007-03-02,XPAR:VIA,35.28,35.28,33.7,33.8,22132
2007-03-05,XPAR:VIA,35.24,35.24,33.8,34.8,10082
2007-03-06,XPAR:VIA,35.95,35.98,35.2,35.2,3253
2007-03-07,XPAR:VIA,36.0,36.0,35.6,36.0,3631
2007-03-08,XPAR:VIA,36.35,36.4,35.6,36.0,17203
2007-03-09,XPAR:VIA,36.49,36.5,35.9,36.5,925
2007-03-12,XPAR:VIA,35.5,36.2,35.45,36.0,1580
2007-03-13,XPAR:VIA,36.5,36.5,35.45,35.45,2698
2007-03-14,XPAR:VIA,35.5,36.0,34.81,35.35,5951
2007-03-15,XPAR:VIA,35.5,35.9,34.8,35.5,2012
2007-03-16,XPAR:VIA,35.89,36.0,34.7,35.0,3477
2007-03-19,XPAR:VIA,35.74,35.89,35.55,35.89,312
2007-03-20,XPAR:VIA,35.25,35.85,35.0,35.5,561
2007-03-21,XPAR:VIA,36.0,36.0,35.4,35.7,14238
2007-03-22,XPAR:VIA,37.21,37.4,35.95,36.21,17016
2007-03-23,XPAR:VIA,38.2,38.3,37.0,37.2,8297
2007-03-26,XPAR:VIA,38.0,38.5,37.6,38.5,7293
2007-03-27,XPAR:VIA,38.0,38.0,37.25,38.0,11735
2007-03-28,XPAR:VIA,38.0,38.05,37.7,38.01,3186
2007-03-29,XPAR:VIA,38.24,38.3,37.7,37.85,1420
2007-03-30,XPAR:VIA,38.5,38.7,38.0,38.4,9787
2007-04-02,XPAR:VIA,38.1,38.65,38.1,38.5,1606
2007-04-03,XPAR:VIA,39.23,39.23,38.5,38.5,5908
2007-04-04,XPAR:VIA,39.5,39.5,38.6,39.15,18494
2007-04-05,XPAR:VIA,39.7,39.8,38.51,39.25,18040
2007-04-06,XPAR:VIA,39.7,39.8,38.51,39.25,0
2007-04-09,XPAR:VIA,39.7,39.8,38.51,39.25,0
2007-04-10,XPAR:VIA,39.4,39.4,38.5,38.5,5082
2007-04-11,XPAR:VIA,39.5,39.68,39.2,39.2,1914
2007-04-12,XPAR:VIA,39.0,39.22,38.9,39.2,19329
2007-04-13,XPAR:VIA,40.5,41.0,39.0,39.0,6261
2007-04-16,XPAR:VIA,40.69,40.9,39.5,40.6,3763
2007-04-17,XPAR:VIA,40.45,40.65,40.0,40.64,506
2007-04-18,XPAR:VIA,40.4,40.46,40.2,40.46,931
2007-04-19,XPAR:VIA,40.45,40.45,39.6,40.35,1242
2007-04-20,XPAR:VIA,41.0,41.0,40.05,40.05,20915
2007-04-23,XPAR:VIA,41.9,42.2,41.1,41.5,53360
2007-04-24,XPAR:VIA,41.5,41.94,41.0,41.7,8341
2007-04-25,XPAR:VIA,40.9,41.39,40.44,41.0,2844
2007-04-26,XPAR:VIA,40.5,41.0,40.5,41.0,1499
2007-04-27,XPAR:VIA,40.4,40.4,40.0,40.1,6659
2007-04-30,XPAR:VIA,41.25,41.4,40.0,40.5,2508
2007-05-01,XPAR:VIA,41.25,41.4,40.0,40.5,0
2007-05-02,XPAR:VIA,42.0,42.4,41.65,41.65,14905
2007-05-03,XPAR:VIA,41.5,41.98,41.5,41.98,1981
2007-05-04,XPAR:VIA,41.8,43.22,41.55,41.6,7319
2007-05-07,XPAR:VIA,42.99,43.5,42.9,43.5,4444
2007-05-08,XPAR:VIA,43.43,43.93,43.1,43.49,2258
2007-05-09,XPAR:VIA,43.95,44.0,43.5,43.82,2640
2007-05-10,XPAR:VIA,44.9,45.3,43.93,44.8,5418
2007-05-11,XPAR:VIA,44.0,44.71,43.91,44.5,4637
2007-05-14,XPAR:VIA,44.34,44.71,43.9,44.1,2991
2007-05-15,XPAR:VIA,42.69,44.7,41.56,44.38,24349
2007-05-16,XPAR:VIA,41.81,42.97,41.8,42.11,12258
2007-05-17,XPAR:VIA,41.65,41.96,41.56,41.96,2442
2007-05-18,XPAR:VIA,42.1,42.48,41.89,41.89,1101
2007-05-21,XPAR:VIA,42.89,43.16,41.75,43.16,7939
2007-05-22,XPAR:VIA,42.88,43.0,42.61,42.72,25889
2007-05-23,XPAR:VIA,42.33,42.79,42.33,42.51,30346
2007-05-24,XPAR:VIA,42.8,42.8,42.36,42.36,14891
2007-05-25,XPAR:VIA,43.1,43.1,42.34,42.34,38169
2007-05-28,XPAR:VIA,43.51,43.51,43.1,43.1,461
2007-05-29,XPAR:VIA,44.1,44.47,43.65,43.65,12626
2007-05-30,XPAR:VIA,44.0,44.59,43.11,44.45,8228
2007-05-31,XPAR:VIA,43.2,43.84,43.15,43.26,1465
2007-06-01,XPAR:VIA,43.45,44.0,43.0,43.2,1607
2007-06-04,XPAR:VIA,42.7,43.6,42.5,43.6,1858
2007-06-05,XPAR:VIA,42.52,43.04,42.52,42.7,4790
2007-06-06,XPAR:VIA,42.4,42.89,42.4,42.8,1400
2007-06-07,XPAR:VIA,42.35,43.0,42.35,43.0,2340
2007-06-08,XPAR:VIA,43.2,43.2,41.83,42.2,4749
2007-06-11,XPAR:VIA,43.3,43.9,43.0,43.9,488
2007-06-12,XPAR:VIA,43.0,43.49,42.81,43.3,491
2007-06-13,XPAR:VIA,42.1,42.6,42.01,42.6,3808
2007-06-14,XPAR:VIA,41.8,42.53,41.75,42.44,8174
2007-06-15,XPAR:VIA,42.1,42.1,41.2,41.21,8768
2007-06-18,XPAR:VIA,41.79,42.09,41.1,42.09,4445
2007-06-19,XPAR:VIA,41.2,41.8,41.1,41.8,904
2007-06-20,XPAR:VIA,42.5,42.5,41.8,41.8,38028
2007-06-21,XPAR:VIA,42.28,42.3,41.51,42.0,6342
2007-06-22,XPAR:VIA,41.91,42.15,41.91,42.15,1198
2007-06-25,XPAR:VIA,42.0,42.0,41.05,41.5,2071
2007-06-26,XPAR:VIA,41.0,42.11,40.6,42.0,5333
2007-06-27,XPAR:VIA,40.8,41.0,40.8,40.99,2940
2007-06-28,XPAR:VIA,40.68,41.01,40.51,41.01,3586
2007-06-29,XPAR:VIA,40.25,40.9,40.25,40.9,17176
2007-07-02,XPAR:VIA,40.43,40.5,39.0,40.2,9874
2007-07-03,XPAR:VIA,41.0,41.15,40.02,40.35,3307
2007-07-04,XPAR:VIA,41.1,41.1,40.85,40.9,1100
2007-07-05,XPAR:VIA,40.86,41.3,40.57,41.0,3816
2007-07-06,XPAR:VIA,41.2,41.2,40.8,40.85,7834
2007-07-09,XPAR:VIA,41.5,41.5,40.86,41.5,1020
2007-07-10,XPAR:VIA,41.0,41.5,40.25,41.49,496
2007-07-11,XPAR:VIA,40.2,40.99,40.0,40.6,1834
2007-07-12,XPAR:VIA,40.5,40.98,40.06,40.2,2716
2007-07-13,XPAR:VIA,41.0,41.0,40.06,40.5,3415
2007-07-16,XPAR:VIA,40.6,40.9,40.41,40.9,954
2007-07-17,XPAR:VIA,40.9,40.9,40.5,40.6,16833
2007-07-18,XPAR:VIA,39.84,40.79,39.8,40.49,20367
2007-07-19,XPAR:VIA,40.5,40.51,40.01,40.01,2232
2007-07-20,XPAR:VIA,41.0,41.0,39.7,40.3,2912
2007-07-23,XPAR:VIA,40.95,41.0,40.5,40.8,3707
2007-07-24,XPAR:VIA,41.44,41.45,40.21,40.61,5513
2007-07-25,XPAR:VIA,41.0,41.4,40.74,41.4,6796
2007-07-26,XPAR:VIA,41.0,41.04,41.0,41.0,2688
2007-07-27,XPAR:VIA,41.2,41.2,40.54,41.0,29148
2007-07-30,XPAR:VIA,41.1,41.45,41.0,41.45,8210
2007-07-31,XPAR:VIA,41.5,41.5,41.0,41.2,588
2007-08-01,XPAR:VIA,41.3,41.4,41.0,41.4,788
2007-08-02,XPAR:VIA,42.25,42.4,41.11,41.3,22818
2007-08-03,XPAR:VIA,42.0,42.0,41.5,41.5,2025
2007-08-06,XPAR:VIA,42.19,42.9,41.1,41.1,2209
2007-08-07,XPAR:VIA,42.0,42.1,41.85,41.99,12828
2007-08-08,XPAR:VIA,41.9,42.0,41.7,41.85,64893
2007-08-09,XPAR:VIA,40.51,41.0,40.51,41.0,1102
2007-08-10,XPAR:VIA,39.53,40.25,39.0,40.25,3840
2007-08-13,XPAR:VIA,39.01,39.75,39.0,39.75,731
2007-08-14,XPAR:VIA,38.99,39.98,38.0,39.98,1186
2007-08-15,XPAR:VIA,38.02,39.0,37.0,38.6,7095
2007-08-16,XPAR:VIA,38.0,38.0,36.5,37.1,3054
2007-08-17,XPAR:VIA,37.5,38.0,36.0,36.0,3286
2007-08-20,XPAR:VIA,38.0,38.1,37.5,37.5,1487
2007-08-21,XPAR:VIA,38.84,38.94,38.1,38.94,6487
2007-08-22,XPAR:VIA,39.4,39.5,39.3,39.5,1253
2007-08-23,XPAR:VIA,39.9,39.98,39.01,39.35,1036
2007-08-24,XPAR:VIA,39.47,39.9,39.4,39.9,1229
2007-08-27,XPAR:VIA,39.47,39.47,39.47,39.47,1
2007-08-28,XPAR:VIA,39.8,39.8,39.13,39.8,391
2007-08-29,XPAR:VIA,39.0,39.5,38.98,39.25,6145
2007-08-30,XPAR:VIA,39.0,39.0,38.8,38.8,10125
2007-08-31,XPAR:VIA,39.65,39.65,38.85,39.05,2210
2007-09-03,XPAR:VIA,39.0,39.8,38.86,39.8,9916
2007-09-04,XPAR:VIA,39.4,39.4,38.8,39.1,1927
2007-09-05,XPAR:VIA,39.49,39.5,38.7,39.5,373
2007-09-06,XPAR:VIA,38.7,39.0,38.7,39.0,1519
2007-09-07,XPAR:VIA,39.0,39.0,38.5,38.5,3075
2007-09-10,XPAR:VIA,38.0,39.0,37.5,39.0,2668
2007-09-11,XPAR:VIA,37.75,38.0,37.68,37.7,724
2007-09-12,XPAR:VIA,37.5,37.75,37.5,37.75,963
2007-09-13,XPAR:VIA,38.0,38.0,37.5,37.5,632
2007-09-14,XPAR:VIA,38.0,38.0,37.5,38.0,1369
2007-09-17,XPAR:VIA,37.38,37.99,36.16,37.99,2473
2007-09-18,XPAR:VIA,37.3,37.3,36.02,37.3,1132
2007-09-19,XPAR:VIA,38.0,38.99,36.21,38.0,2202
2007-09-20,XPAR:VIA,38.0,38.0,38.0,38.0,408
2007-09-21,XPAR:VIA,37.9,37.9,37.32,37.89,250
2007-09-24,XPAR:VIA,37.5,37.99,36.9,37.5,6309
2007-09-25,XPAR:VIA,37.4,37.51,37.0,37.0,1028
2007-09-26,XPAR:VIA,37.5,38.0,36.5,36.5,10543
2007-09-27,XPAR:VIA,37.0,37.5,35.5,37.5,47289
2007-09-28,XPAR:VIA,38.0,38.0,36.89,36.9,41855
2007-10-01,XPAR:VIA,38.51,38.99,38.31,38.99,1345
2007-10-02,XPAR:VIA,39.2,39.75,38.6,39.0,16394
2007-10-03,XPAR:VIA,39.98,39.99,39.2,39.8,8260
2007-10-04,XPAR:VIA,39.98,39.99,39.6,39.8,6185
2007-10-05,XPAR:VIA,39.5,39.5,38.78,39.5,24230
2007-10-08,XPAR:VIA,39.83,39.99,38.75,39.99,8304
2007-10-09,XPAR:VIA,39.39,39.79,38.25,39.79,3210
2007-10-10,XPAR:VIA,39.66,39.9,38.61,39.0,8934
2007-10-11,XPAR:VIA,40.8,41.0,39.5,39.99,11688
2007-10-12,XPAR:VIA,41.0,41.0,40.6,40.9,3833
2007-10-15,XPAR:VIA,41.0,41.0,40.75,41.0,1154
2007-10-16,XPAR:VIA,40.75,41.0,40.25,40.75,1351
2007-10-17,XPAR:VIA,40.16,40.73,40.16,40.73,501
2007-10-18,XPAR:VIA,39.3,40.16,38.75,40.16,2982
2007-10-19,XPAR:VIA,39.39,39.39,38.75,39.3,334
2007-10-22,XPAR:VIA,38.69,39.3,38.3,39.3,769
2007-10-23,XPAR:VIA,38.49,38.99,38.2,38.2,1943
2007-10-24,XPAR:VIA,38.1,38.5,37.7,38.5,2098
2007-10-25,XPAR:VIA,38.1,38.1,37.5,37.7,1934
2007-10-26,XPAR:VIA,38.8,39.0,38.1,38.1,27519
2007-10-29,XPAR:VIA,38.5,38.6,38.2,38.5,14499
2007-10-30,XPAR:VIA,38.5,39.0,38.4,39.0,3004
2007-10-31,XPAR:VIA,38.9,39.35,38.5,38.5,75646
2007-11-01,XPAR:VIA,38.9,38.9,38.25,38.9,1693
2007-11-02,XPAR:VIA,38.8,38.8,38.2,38.75,289
2007-11-05,XPAR:VIA,38.5,38.8,37.63,38.8,1103
2007-11-06,XPAR:VIA,38.15,38.5,38.0,38.5,13088
2007-11-07,XPAR:VIA,38.75,38.75,38.3,38.5,52156
2007-11-08,XPAR:VIA,38.99,38.99,38.1,38.45,1160
2007-11-09,XPAR:VIA,39.28,40.0,38.12,39.0,3624
2007-11-12,XPAR:VIA,39.5,39.9,39.4,39.89,1140
2007-11-13,XPAR:VIA,38.41,39.5,38.41,39.45,1274
2007-11-14,XPAR:VIA,39.09,39.5,38.42,39.5,6120
2007-11-15,XPAR:VIA,38.8,39.09,38.8,39.09,1432
2007-11-16,XPAR:VIA,38.0,38.75,37.6,38.75,13730
2007-11-19,XPAR:VIA,37.06,38.3,37.06,37.9,1718
2007-11-20,XPAR:VIA,37.5,37.95,37.0,37.1,1424
2007-11-21,XPAR:VIA,35.72,38.0,35.71,36.93,8291
2007-11-22,XPAR:VIA,35.49,36.0,34.01,36.0,3277
2007-11-23,XPAR:VIA,35.0,35.59,34.0,35.0,41847
2007-11-26,XPAR:VIA,34.97,34.97,34.3,34.3,172
2007-11-27,XPAR:VIA,34.5,34.89,34.4,34.44,392
2007-11-28,XPAR:VIA,34.35,34.4,33.9,34.3,22274
2007-11-29,XPAR:VIA,34.9,34.98,34.4,34.4,6264
2007-11-30,XPAR:VIA,35.1,35.1,34.61,34.61,40869
2007-12-03,XPAR:VIA,35.5,36.0,35.0,35.0,1424
2007-12-04,XPAR:VIA,35.6,35.6,35.35,35.5,1336
2007-12-05,XPAR:VIA,36.1,36.2,35.65,35.65,3483
2007-12-06,XPAR:VIA,36.03,36.35,36.0,36.1,12608
2007-12-07,XPAR:VIA,37.12,37.45,35.99,36.03,2933
2007-12-10,XPAR:VIA,36.5,37.1,36.5,37.0,2480
2007-12-11,XPAR:VIA,36.7,37.5,36.7,36.99,37592
2007-12-12,XPAR:VIA,36.5,36.55,36.5,36.5,262
2007-12-13,XPAR:VIA,35.5,36.5,35.5,36.5,2948
2007-12-14,XPAR:VIA,35.75,35.87,35.51,35.62,2802
2007-12-17,XPAR:VIA,35.4,35.8,35.0,35.8,12200
2007-12-18,XPAR:VIA,35.4,36.0,35.35,36.0,9820
2007-12-19,XPAR:VIA,35.0,35.95,34.7,35.4,2084
2007-12-20,XPAR:VIA,37.0,37.0,33.83,34.5,6894
2007-12-21,XPAR:VIA,37.04,37.2,35.09,37.01,5315
2007-12-24,XPAR:VIA,35.69,36.2,35.69,36.2,315
2007-12-25,XPAR:VIA,35.69,36.2,35.69,36.2,0
2007-12-26,XPAR:VIA,35.69,36.2,35.69,36.2,0
2007-12-27,XPAR:VIA,35.0,37.1,35.0,36.89,1614
2007-12-28,XPAR:VIA,35.99,35.99,35.0,35.11,271
2007-12-31,XPAR:VIA,36.95,37.0,35.68,35.68,2869
2008-01-01,XPAR:VIA,36.95,37.0,35.68,35.68,0
2008-01-02,XPAR:VIA,36.0,36.66,36.0,36.5,831
2008-01-03,XPAR:VIA,35.1,36.0,34.7,36.0,2722
2008-01-04,XPAR:VIA,33.76,35.79,33.5,35.79,6391
2008-01-07,XPAR:VIA,32.2,33.74,32.1,33.74,2474
2008-01-08,XPAR:VIA,32.1,32.49,32.1,32.15,1545
2008-01-09,XPAR:VIA,30.77,32.1,30.5,32.1,5730
2008-01-10,XPAR:VIA,30.23,30.78,29.71,30.5,6235
2008-01-11,XPAR:VIA,30.0,30.11,29.01,29.51,5377
2008-01-14,XPAR:VIA,30.93,31.4,29.11,29.11,3814
2008-01-15,XPAR:VIA,27.9,31.92,27.5,31.0,34344
2008-01-16,XPAR:VIA,26.3,26.8,25.71,26.54,5288
2008-01-17,XPAR:VIA,24.5,26.0,23.5,25.21,13433
2008-01-18,XPAR:VIA,23.54,24.49,22.75,24.49,7565
2008-01-21,XPAR:VIA,19.71,22.01,18.5,22.01,39910
2008-01-22,XPAR:VIA,21.5,21.5,18.12,19.65,39953
2008-01-23,XPAR:VIA,23.0,24.0,22.06,22.59,14000
2008-01-24,XPAR:VIA,22.48,23.0,22.22,22.22,6894
2008-01-25,XPAR:VIA,22.35,22.83,22.1,22.48,45862
2008-01-28,XPAR:VIA,21.31,22.5,20.27,22.5,7259
2008-01-29,XPAR:VIA,23.4,23.4,21.32,21.33,9312
2008-01-30,XPAR:VIA,23.8,24.1,23.01,23.4,2634
2008-01-31,XPAR:VIA,24.0,24.0,23.73,23.9,8489
2008-02-01,XPAR:VIA,23.8,24.0,23.72,24.0,11572
2008-02-04,XPAR:VIA,25.0,25.0,24.0,24.0,14461
2008-02-05,XPAR:VIA,23.6,25.0,23.6,25.0,7058
2008-02-06,XPAR:VIA,23.0,24.2,22.0,23.5,4451
2008-02-07,XPAR:VIA,22.99,23.8,22.15,23.8,17312
2008-02-08,XPAR:VIA,22.8,23.98,22.56,23.96,4956
2008-02-11,XPAR:VIA,23.25,24.96,23.18,23.75,6446
2008-02-12,XPAR:VIA,24.0,24.0,23.29,24.0,12823
2008-02-13,XPAR:VIA,23.43,24.0,23.33,24.0,5009
2008-02-14,XPAR:VIA,19.65,22.0,18.5,22.0,100372
2008-02-15,XPAR:VIA,19.3,20.0,18.8,19.8,12817
2008-02-18,XPAR:VIA,19.0,19.8,18.79,19.7,6740
2008-02-19,XPAR:VIA,18.77,19.5,18.77,19.1,6712
2008-02-20,XPAR:VIA,17.84,18.7,17.4,18.7,11803
2008-02-21,XPAR:VIA,18.01,18.18,17.86,18.05,6820
2008-02-22,XPAR:VIA,17.7,18.49,17.51,18.49,3798
2008-02-25,XPAR:VIA,17.62,17.88,17.5,17.7,5508
2008-02-26,XPAR:VIA,17.92,18.38,17.75,17.75,5950
2008-02-27,XPAR:VIA,17.82,18.23,17.82,18.23,3023
2008-02-28,XPAR:VIA,17.9,17.95,17.5,17.85,3465
2008-02-29,XPAR:VIA,17.2,17.92,17.16,17.92,2945
2008-03-03,XPAR:VIA,17.22,17.49,16.54,17.49,1352
2008-03-04,XPAR:VIA,15.72,17.49,15.6,17.49,6187
2008-03-05,XPAR:VIA,15.61,16.49,15.61,16.12,6962
2008-03-06,XPAR:VIA,14.66,16.44,14.66,15.64,9136
2008-03-07,XPAR:VIA,14.69,15.57,12.5,15.57,19626
2008-03-10,XPAR:VIA,13.7,14.5,13.7,14.35,2668
2008-03-11,XPAR:VIA,13.35,14.5,13.21,13.7,26037
2008-03-12,XPAR:VIA,13.26,14.5,13.26,14.0,26396
2008-03-13,XPAR:VIA,13.3,13.3,13.16,13.26,8050
2008-03-14,XPAR:VIA,13.26,13.9,13.26,13.9,3559
2008-03-17,XPAR:VIA,13.16,13.84,13.11,13.84,3034
2008-03-18,XPAR:VIA,12.25,13.32,12.03,13.3,10970
2008-03-19,XPAR:VIA,13.0,13.32,12.98,12.99,1988
2008-03-20,XPAR:VIA,12.79,12.99,12.56,12.99,1097
2008-03-21,XPAR:VIA,12.79,12.99,12.56,12.99,0
2008-03-24,XPAR:VIA,12.79,12.99,12.56,12.99,0
2008-03-25,XPAR:VIA,12.8,13.0,12.73,12.9,12631
2008-03-26,XPAR:VIA,13.0,13.0,12.56,13.0,7705
2008-03-27,XPAR:VIA,12.8,13.0,12.8,12.98,60122
2008-03-28,XPAR:VIA,12.71,12.97,12.66,12.97,2772
2008-03-31,XPAR:VIA,12.89,12.97,12.75,12.76,31444
2008-04-01,XPAR:VIA,14.34,14.68,13.49,14.4,33887
2008-04-02,XPAR:VIA,15.3,15.58,14.5,14.5,25030
2008-04-03,XPAR:VIA,15.0,15.46,14.84,15.45,15483
2008-04-04,XPAR:VIA,15.05,15.19,14.8,15.12,4326
2008-04-07,XPAR:VIA,15.0,15.1,14.8,15.0,36436
2008-04-08,XPAR:VIA,15.0,15.1,14.8,15.0,9950
2008-04-09,XPAR:VIA,14.8,14.99,14.53,14.8,4549
2008-04-10,XPAR:VIA,14.0,14.37,13.33,13.33,41145
2008-04-11,XPAR:VIA,13.72,14.24,13.55,13.8,7437
2008-04-14,XPAR:VIA,12.8,13.88,12.5,13.88,38179
2008-04-15,XPAR:VIA,12.5,12.61,12.35,12.61,35739
2008-04-16,XPAR:VIA,11.96,12.5,11.8,12.5,31103
2008-04-17,XPAR:VIA,11.98,12.45,11.9,11.9,17555
2008-04-18,XPAR:VIA,11.6,12.02,10.3,12.02,96844
2008-04-21,XPAR:VIA,11.3,12.24,11.0,11.61,32941
2008-04-22,XPAR:VIA,11.15,11.57,10.7,11.4,10995
2008-04-23,XPAR:VIA,11.07,11.48,11.05,11.21,9284
2008-04-24,XPAR:VIA,11.5,11.79,11.06,11.43,5575
2008-04-25,XPAR:VIA,12.0,12.15,11.7,11.88,36143
2008-04-28,XPAR:VIA,11.96,12.2,11.95,12.1,9803
2008-04-29,XPAR:VIA,11.9,12.09,11.9,11.96,5938
2008-04-30,XPAR:VIA,11.7,12.1,11.7,12.1,2033
2008-05-01,XPAR:VIA,11.7,12.1,11.7,12.1,0
2008-05-02,XPAR:VIA,11.81,12.06,11.7,11.7,4222
2008-05-05,XPAR:VIA,11.98,12.0,11.58,12.0,20785
2008-05-06,XPAR:VIA,11.99,12.0,11.7,11.98,59126
2008-05-07,XPAR:VIA,12.1,12.1,11.83,11.98,8218
2008-05-08,XPAR:VIA,12.0,12.18,12.0,12.18,6106
2008-05-09,XPAR:VIA,12.0,12.14,11.9,12.0,71655
2008-05-12,XPAR:VIA,12.1,12.14,11.97,12.02,8051
2008-05-13,XPAR:VIA,12.9,13.25,12.21,12.21,125755
2008-05-14,XPAR:VIA,12.7,13.08,12.63,13.0,23203
2008-05-15,XPAR:VIA,12.37,12.9,12.37,12.9,16270
2008-05-16,XPAR:VIA,12.4,12.7,12.25,12.7,9798
2008-05-19,XPAR:VIA,12.5,12.55,12.25,12.5,14384
2008-05-20,XPAR:VIA,12.6,12.78,12.36,12.5,2854
2008-05-21,XPAR:VIA,14.5,14.65,12.8,12.8,39323
2008-05-22,XPAR:VIA,14.15,14.44,13.42,14.34,11025
2008-05-23,XPAR:VIA,13.98,14.32,13.42,14.32,8393
2008-05-26,XPAR:VIA,13.8,13.97,13.75,13.97,3863
2008-05-27,XPAR:VIA,13.49,13.81,13.0,13.81,8975
2008-05-28,XPAR:VIA,13.37,13.45,13.16,13.45,3643
2008-05-29,XPAR:VIA,13.39,13.45,13.1,13.25,7219
2008-05-30,XPAR:VIA,14.28,14.28,13.17,13.17,6935
2008-06-02,XPAR:VIA,14.26,14.74,14.2,14.28,4908
2008-06-03,XPAR:VIA,14.19,14.55,14.19,14.55,4492
2008-06-04,XPAR:VIA,13.58,14.49,13.5,14.49,4320
2008-06-05,XPAR:VIA,14.17,14.25,13.7,13.98,1043
2008-06-06,XPAR:VIA,13.99,14.17,13.98,14.17,1452
2008-06-09,XPAR:VIA,13.54,13.84,13.37,13.71,5007
2008-06-10,XPAR:VIA,13.26,13.87,13.23,13.54,6188
2008-06-11,XPAR:VIA,12.87,13.4,12.26,13.35,18037
2008-06-12,XPAR:VIA,11.31,12.5,11.13,12.5,34959
2008-06-13,XPAR:VIA,11.25,11.6,11.13,11.51,14214
2008-06-16,XPAR:VIA,10.81,11.65,10.81,11.65,19792
2008-06-17,XPAR:VIA,10.56,11.19,10.14,10.9,22473
2008-06-18,XPAR:VIA,9.87,10.95,9.61,10.95,25335
2008-06-19,XPAR:VIA,9.96,10.49,9.85,10.49,16035
2008-06-20,XPAR:VIA,10.0,10.37,9.8,10.37,4925
2008-06-23,XPAR:VIA,9.66,10.15,9.51,10.15,12017
2008-06-24,XPAR:VIA,9.4,10.0,9.1,9.9,14884
2008-06-25,XPAR:VIA,9.05,9.35,8.95,9.35,7993
2008-06-26,XPAR:VIA,8.34,9.0,8.22,9.0,12625
