Date,Open,High,Low,Close,Adj Close,Volume
2017-11-14,,,,,,
2017-11-15,38.445,38.474998,38.060001,38.200001,38.200001,36943.0
2017-11-16,38.209999,38.645,38.060001,38.645,38.645,37557.0
2017-11-17,38.689999,38.755001,38.09,38.650002,38.650002,40208.0
2017-11-20,40.605,41.91,40.099998,40.154999,40.154999,124214.0
2017-11-21,40.355,40.355,39.349998,40.064999,40.064999,69214.0
2017-11-22,40.099998,40.119999,39.57,39.630001,39.630001,41931.0
2017-11-23,39.759998,39.775002,39.205002,39.285,39.285,43620.0
2017-11-24,39.255001,39.360001,38.849998,39.224998,39.224998,61408.0
2017-11-23,,,,,,
2017-11-24,39.255001,39.360001000000004,38.849998,39.224998,39.224998,61408.0
2017-11-27,39.169998,39.290001000000004,38.580002,38.59,38.59,34652.0
2017-11-28,38.785,39.334998999999996,38.59,39.209998999999996,39.209998999999996,44822.0
2017-11-29,39.424999,39.735001000000004,39.049999,39.564999,39.564999,45805.0
2017-11-30,39.514998999999996,39.544998,38.77,39.404999,39.404999,88464.0
