Date,Open,High,Low,Close,Adj Close,Volume
2017-11-14,,,,,,
2017-11-15,24.225,24.5,24.01,24.375,24.375,264951.0
2017-11-16,24.495001,24.690001,24.375,24.605,24.605,173990.0
2017-11-17,24.684999,24.684999,24.42,24.445,24.445,218639.0
2017-11-20,24.360001,24.6,24.120001,24.514999,24.514999,214279.0
2017-11-21,24.605,24.98,24.514999,24.85,24.85,374244.0
2017-11-22,24.955,25.424999,24.92,25.094999,25.094999,461001.0
2017-11-23,25.035,25.43,24.99,25.295,25.295,267330.0
2017-11-24,25.25,25.59,25.184999,25.389999,25.389999,264470.0
2017-11-23,,,,,,
2017-11-24,25.25,25.59,25.184998999999998,25.389999,25.389999,264470.0
2017-11-27,25.35,25.73,25.34,25.4,25.4,309526.0
2017-11-28,25.450001,25.700001,25.370001000000002,25.5,25.5,374288.0
2017-11-29,25.65,25.959999,25.450001,25.860001,25.860001,482288.0
2017-11-30,25.855,26.049999,25.73,25.924999,25.924999,432067.0
