Date,Open,High,Low,Close,Adj Close,Volume
2017-11-14,,,,,,
2017-11-15,146.75,147.0,144.050003,144.600006,144.600006,1777.0
2017-11-16,144.449997,145.949997,144.449997,144.800003,144.800003,651.0
2017-11-17,145.0,146.0,145.0,145.75,145.75,1753.0
2017-11-20,145.699997,146.0,145.600006,145.649994,145.649994,1524.0
2017-11-21,145.0,146.0,143.25,145.949997,145.949997,2909.0
2017-11-22,145.399994,146.949997,145.399994,146.050003,146.050003,2213.0
2017-11-23,146.0,147.949997,146.0,147.25,147.25,1427.0
2017-11-24,147.649994,149.850006,147.149994,149.850006,149.850006,874.0
2017-11-23,,,,,,
2017-11-24,147.649994,149.850006,147.149994,149.850006,149.850006,874.0
2017-11-27,149.850006,151.5,149.0,151.399994,151.399994,1416.0
2017-11-28,151.199997,151.949997,150.0,151.949997,151.949997,744.0
2017-11-29,151.0,151.75,148.800003,150.199997,150.199997,1243.0
2017-11-30,148.600006,150.300003,148.600006,149.550003,149.550003,430.0
