Date,Open,High,Low,Close,Adj Close,Volume
2017-11-13,40.580002,40.654999,40.305,40.564999,40.564999,483801
2017-11-14,40.529999,40.900002,40.259997999999996,40.555,40.555,617749
2017-11-15,40.32,40.98,40.200001,40.779999,40.779999,643412
2017-11-16,40.825001,41.395,40.810001,40.915001000000004,40.915001000000004,616934
2017-11-17,40.875,41.0,40.549999,40.630001,40.630001,595807
2017-11-20,40.459998999999996,40.599998,40.255001,40.41,40.41,656994
2017-11-21,40.365002000000004,40.75,40.310001,40.48,40.48,556881
2017-11-22,40.5,40.665001000000004,40.395,40.404999,40.404999,356082
2017-11-23,40.189999,40.57,40.18,40.470001,40.470001,285481
2017-11-24,40.415001000000004,40.915001000000004,40.400002,40.735001000000004,40.735001000000004,598439
