Date,Open,High,Low,Close,Adj Close,Volume
2017-11-14,,,,,,
2017-11-15,21.950001,21.995001,21.5,21.690001,21.690001,5957.0
2017-11-16,21.690001,22.0,21.450001,21.799999,21.799999,5195.0
2017-11-17,21.985001,21.99,21.51,21.940001,21.940001,2262.0
2017-11-20,21.504999,21.889999,21.5,21.799999,21.799999,2611.0
2017-11-21,21.799999,21.940001,21.6,21.68,21.68,1910.0
2017-11-22,21.9,21.9,21.6,21.825001,21.825001,1633.0
2017-11-23,21.785,21.82,21.700001,21.700001,21.700001,286.0
2017-11-24,21.82,21.825001,21.700001,21.82,21.82,1400.0
2017-11-23,,,,,,
2017-11-24,21.82,21.825001,21.700001,21.82,21.82,1400.0
2017-11-27,21.700001,21.895,21.549999,21.684998999999998,21.684998999999998,1482.0
2017-11-28,21.700001,21.91,21.559998999999998,21.559998999999998,21.559998999999998,1994.0
2017-11-29,21.594998999999998,21.799999,21.559998999999998,21.799999,21.799999,2876.0
2017-11-30,21.799999,21.905001000000002,21.5,21.5,21.5,2072.0
